categoy,Sub Category,name,ref,barcode,cost,vendor,public_price,Size_H,Size_W,Color,Gender
sjaal,42171000,acv00088 04003 siersmeedmedaillon gefronst ,65862,4589000757123,"8,99",COM18683,"29,95",S,43,,Woman
sjaal,91044900,acv00087 89003 gebloemd+vlinder zijkant gerafeld gaas,65863,4589000757147,"12,99",COM23750,"39,95",S,37,White fushia,Man
handtas,42171000,acv00088 24003 franjes ecoleer stroptas,65870,4589000757246,"16,99",COM12639,"53,95",L,39,Black,Man
handtas,91023010,acv00088 27003 strass gsmtasje ecoleer,65871,4589000757253,"9,99",COM15602,"31,95",S,38,Blueindigo,Man
handtas,91023010,acv00088 27003 strass gsmtasje ecoleer,65871,4589000757260,"9,99",COM12639,"31,95",XS,42,Pink,Man
handtas,91023010,acv00088 27003 strass gsmtasje ecoleer,65871,4589000757284,"9,99",COM20695,"31,95",M,39,White,Woman
collier,42171000,3hoek geslepen sierstenen op vilt+lint ,65882,4589000757710,6,COM7663,"22,95",S,37, White,Man
collier,42171000,140537 7 plastiek kralen 7 groepen bollen of geslepen plastiek metaal,65884,4589000757741,10,COM23594,"32,95",XXL,43, Gold,Man
collier,42171000,140537 7 plastiek kralen 7 groepen bollen of geslepen plastiek metaal,65884,4589000757765,10,COM25801,"32,95",M,40,Pink Silver,Woman
collier,42171000,140396 1medaillon email 1floche fijn geslepen ovale stenen,65886,4589000757796,6,COM7778,"22,95",XL,42,mint,Man
collier,42171000,140396 1medaillon email 1floche fijn geslepen ovale stenen,65886,4589000757802,6,COM12268,"22,95",M,38, White,Woman
collier,91046390,140535 6 geslepen email 12 geslepen stenen 6 ovaal geslepen plastiek d,65893,4589000757901,"6,5",COM18683,"23,95",S,31, Red,Woman
sjaal,91099090,flsr0893 XL bloemen regenboogcibel gaas,65901,4589000758038,4,COM23750,"19,95",S,44,wGreen Blue,Man
riem,42171000,ct2071 gevlochten ecoleer studs+strass ,65902,4589000758076,8,COM15602,"27,95",XXXL,42,Bluedonker,Man
riem,42171000,ct2071 gevlochten ecoleer studs+strass ,65902,4589000758106,8,COM12639,"27,95",L,44,,Woman
riem,42171000,ct2071 gevlochten ecoleer studs+strass ,65902,4589000758113,8,COM20695,"27,95",XL,44,Pink,Woman
riem,42171000,ct2003 fijn ecoleer+studs hangkraal ketting zware schakel 20 mm,65903,4589000758205,5,COM7663,"19,95",M,43,Pink,Woman
riem,42171000,ct2003 fijn ecoleer+studs hangkraal ketting zware schakel 20 mm,65903,4589000758212,5,COM23594,"19,95",XS,42,Pink,Man
riem,42171000,ct2003 fijn ecoleer+studs hangkraal ketting zware schakel 20 mm,65903,4589000768921,5,COM25801,"19,95",XXXL,39,Blueazuur,Man
riem,42171000,brede riem echt leder elastane ring sluiting 8 cm,65904,4589000758229,15,COM7778,"47,95",XL,41,beige,Woman
riem,91109090,ct1983 schubben ecoleer elastane 7 cm,65906,4589000758267,7,COM12268,"26,95",XXXL,37,Blueindigo,Woman
riem,91109090,ct1983 schubben ecoleer elastane 7 cm,65906,4589000758274,7,COM18683,"26,95",M,31,Blueindigo,Woman
riem,91109090,ct1983 schubben ecoleer elastane 7 cm,65906,4589000758298,7,COM23750,"26,95",XS,43,Red,Man
riem,91109090,ct1983 schubben ecoleer elastane 7 cm,65906,4589000758311,7,COM15602,"26,95",XS,42,Pink,Woman
riem,91109090,ct1983 schubben ecoleer elastane 7 cm,65906,4589000762905,7,COM12639,"26,95",XXL,40,Blueazuur,Man
riem,42171000,acv00086 78003 doorsteekriem leder 5 geslepen stenen 47 mm echt leder,65928,4589000759769,"15,99",COM20695,"49,95",XXL,42, Red,Woman
riem,84031900,acv00086 74003 echt leder 2 doorsteeklinten+floche 58 mm,65929,4589000759790,"12,99",COM7663,"39,95",XS,31,Black,Woman
riem,84031900,acv00086 74003 echt leder 2 doorsteeklinten+floche 58 mm,65929,4589000759806,"12,99",COM23594,"39,95",XXL,41,Pink,Woman
riem,42171000,acv00086 73003 echt leder breed smalle gesp elastane 2 drukknopen acht,65930,4589000759813,"14,99",COM25801,"47,95",XL,43,Black,Man
riem,42171000,acv00086 70003 gevlochten leder ring drukknoopsluiting 38 mm,65931,4589000759837,"14,99",COM7778,"47,95",XXL,42,Black,Woman
riem,91044900,acv00086 69003 bindriem echt leder 76 mm breed 2m28 lang,65932,4589000767603,"13,99",COM12268,"44,95",XXXL,43, Red,Man
riem,91044900,acv00086 69003 bindriem echt leder 76 mm breed 2m28 lang,65932,4589000767610,"13,99",COM18683,"44,95",M,43,mint,Man
riem,91044900,acv00086 69003 bindriem echt leder 76 mm breed 2m28 lang,65932,4589000773314,"13,99",COM23750,"44,95",XL,38, donker,Woman
riem,91044900,acv00086 69003 bindriem echt leder 76 mm breed 2m28 lang,65932,4589000784754,"13,99",COM12268,"44,95",S,40,lila,Woman
riem,91044900,acv00086 69003 bindriem echt leder 76 mm breed 2m28 lang,65932,4589000796931,"13,99",COM18683,"44,95",M,38,White,Man
Blouse,91109090,GFC10127 71002 4springplooien vooraan open hals crepe rug 2 springploo,65936,4589000759950,"22,99",COM23750,"72,95",M,42,Black,Woman
Blouse,91109090,GFC10127 71002 4springplooien vooraan open hals crepe rug 2 springploo,65936,4589000759967,"22,99",COM15602,"72,95",XS,37,Black,Woman
vest,91023010,GFC10664 97003 3schuin rits Vhals kraagloos neopreen,65941,4589000774793,"37,99",COM12639,"119,95",M,39, White,Woman
vest,91023010,GFC10664 97003 3schuin rits Vhals kraagloos neopreen,65941,4589000774809,"37,99",COM20695,"119,95",L,31, White,Woman
Blouse,91044900,GFC10665 82003 XLbloem 2*gepunt crepe georgette,65943,4589000760185,"33,99",COM7663,"107,95",S,37,fushi Gold,Woman
vest,91023010,GFC10668 88003 reverskraag neopreen haaksluiting,65944,4589000760222,"28,99",COM23594,"89,95",XXXL,31,Black,Woman
vest,91044900,GFC10670 02003 neopreen afgerond,65945,4589000780428,"15,99",COM25801,"49,95",S,31,Pink,Woman
vest,91044900,GFC10670 02003 neopreen afgerond,65945,4589000780442,"15,99",COM7778,"49,95",XL,41,Black,Man
Blouse,91091000,GFC10670 97003 afgerond+plooien boven buste poftaille open hals,65946,4589000760338,"23,99",COM12268,"75,95",XXXL,42,Blueazuur,Man
Blouse,91091000,GFC10670 97003 afgerond+plooien boven buste poftaille open hals,65946,4589000760345,"23,99",COM18683,"75,95",XL,43,Blueazuur,Woman
vest,91046390,GFC10674 01003 schuin rits neopreen gepunt,65950,4589000760420,"34,99",COM23750,"109,95",M,41,Black,Man
vest,91046390,GFC10674 01003 schuin rits neopreen gepunt,65950,4589000760437,"34,99",COM15602,"109,95",M,42,Black,Man
Jacket,91023010,GFC10663 86003 crepe geruit opleglint open hals kokerJacket,65951,4589000760468,"49,99",COM12639,"158,95",S,39, Black,Woman
Jacket,91044900,GFC10665 08003 taffeta gebloemd open rug gevoerd brede bretel,65953,4589000760529,"43,99",COM20695,"139,95",XS,44,dGrey Pink,Woman
Jacket,91044900,GFC10674 42003 halterJacket zebrarok pailletten,65962,4589000779668,"29,99",COM7663,"95,95",M,43, Black,Woman
Jacket,91044900,GFC10674 42003 halterJacket zebrarok pailletten,65962,4589000779699,"29,99",COM23594,"95,95",S,38, Black,Man
vest,84031900,GFC10670 08003 glanskatoen afgerond kort,65967,4589000780145,"17,99",COM25801,"56,95",M,38,mint,Woman
vest,91023010,21H3 p crepe afgerond gevoerd,65973,4589000761229,"24,5",COM7778,"72,95",M,38,Red,Man
vest,91023010,21H3 p crepe afgerond gevoerd,65973,4589000783863,"24,5",COM12268,"72,95",XXL,37,Black,Woman
vest,91023010,21H3 p crepe afgerond gevoerd,65973,4589000783948,"24,5",COM18683,"72,95",S,42, White,Woman
T-shirt,91099090,ixp960023a hart love horizontale strepen medium geribd goudcoating,65979,4589000761410,"16,99",COM23750,"51,95",S,42, Grey,Man
sjaal,91044900,fp8mc1 XL bloem boord uitgerafeld micromodaal,65982,4589000761458,"14,9",COM15602,"46,95",L,41, ,Woman
riem,42171000,ct1733 strass leder pu 9mm langwerpige zilverkleurige gesp,65999,4589000761724,5,COM12639,"19,95",M,38,Blueazuur,Woman
riem,42171000,11611 paardensluiting dubbel echt leder 30 mm,66000,4589000761779,13,COM20695,"39,95",L,43,Pink,Woman
collier,42171000,140351 ketting+hangers 6ringen+2stenen ovaal,66010,4589000761991,7,COM7663,"26,95",XS,44,metaal White,Man
collier,91044900,140365 grote siersmeedcirkel+floche fijn geslepen ovaal,66011,4589000762004,7,COM23594,"26,95",XS,44, Gold,Woman
Jacket,91044900,GFC10128 13002 kant front rugrits neopreen,66031,4589000763582,"39,99",COM25801,"126,95",XXL,39, donker,Man
Jacket,91044900,GFC10128 13002 kant front rugrits neopreen,66031,4589000763588,"39,99",COM7778,"126,95",XS,42, donker,Woman
Jacket,91044900,GFC10128 13002 kant front rugrits neopreen,66031,4589000763599,"39,99",COM12268,"126,95",M,37, donker,Woman
Jacket,91044900,GFC10128 13002 kant front rugrits neopreen,66031,4589000763605,"39,99",COM18683,"126,95",XXXL,42, donker,Woman
Blouse,91091000,GFC10129 11002 2*volan plisse+uni crepe georgette,66032,4589000765869,"28,99",COM23750,"89,95",M,44, Red,Man
Blouse,91091000,GFC10129 11002 2*volan plisse+uni crepe georgette,66032,4589000765876,"28,99",COM12639,"89,95",XXXL,43, Red,Woman
vest,91023010,GFC10670 14003 suedine halflang reverskraag,66037,4589000791370,"24,99",COM15602,"79,95",M,43,Blueindigo,Man
pantalon,91044900,GFC10672 46003 gekruiste gulp+rits brede jersey tailleband ,66041,4589000764015,"21,99",COM12639,"69,95",S,40,beige,Man
vest,91023010,GFC10672 75003 fijn ribstof officiersknopen reverskraag gevoerd,66042,4589000775141,"44,99",COM20695,"139,95",L,44,Bluedonker,Man
vest,91023010,GFC10672 75003 fijn ribstof officiersknopen reverskraag gevoerd,66042,4589000775158,"44,99",COM7663,"139,95",S,42,Bluedonker,Man
mantel,91091000,GFC10673 45893 suedine afgerond opzij gepunt halflang,66044,4589000764312,"14,99",COM23594,"47,95",XS,41,Black,Man
schoen,84031900,am536tux plateauschoen gekruiste wreef fijn enkelliint,66053,4589000764855,53,COM25801,"149,95",S,37,taupe,Man
schoen,84031900,am536tux plateauschoen gekruiste wreef fijn enkelliint,66053,4589000775455,53,COM7778,"149,95",XXXL,31,taupe,Woman
schoen,84031900,am536tux plateauschoen gekruiste wreef fijn enkelliint,66053,4589000775462,53,COM12268,"149,95",M,42,taupe,Woman
schoen,42171000,2520 alcantara open teen fijne hak binnen echt leder,66054,4589000764947,29,COM18683,"84,95",XXXL,38,Pink,Man
schoen,42171000,2520 alcantara open teen fijne hak binnen echt leder,66054,4589000775431,29,COM23750,"84,95",XXL,39,Pink,Man
schoen,42171000,2520 alcantara open teen fijne hak binnen echt leder,66054,4589000785324,29,COM15602,"84,95",S,42,Bluekonings,Man
schoen,84031900,gn736 geperforeerd leder houten stevige hak open teen,66055,4589000764978,49,COM12639,"139,95",M,38,taupe,Woman
schoen,84031900,4134 alcantara open puntschoen brede elastane over wreef,66056,4589000765012,"25,5",COM20695,"74,95",S,31,beige,Woman
pantalon,91106310,n2008d49p12 koperen studs binnenzak hoge taille 4 pocket,66060,4589000765135,"34,5",COM7663,"105,95",XS,39,beige,Woman
pantalon,91106310,n2008d49p12 koperen studs binnenzak hoge taille 4 pocket,66060,4589000765142,"34,5",COM23594,"105,95",XXL,38,beige,Man
T-shirt,91099090,n12207 soft touch viscose elastane,66062,4589000765210,"10,5",COM25801,"32,95",XXL,41,,Man
T-shirt,91099090,n12207 soft touch viscose elastane,66062,4589000765227,"10,5",COM7778,"32,95",S,42,,Man
T-shirt,91099090,n12209 open hals soft touch,66063,4589000765258,15,COM12268,"46,95",XL,40,,Man
T-shirt,91099090,n12209 open hals soft touch,66063,4589000765272,15,COM18683,"46,95",L,38,,Woman
pul trui,91044900,n3099 open jacquardsteek inzet kant boord uni+franjes lurexdraad,66065,4589000765388,"40,5",COM23750,"124,95",M,38,Pink White,Woman
pul trui,91044900,n3099 open jacquardsteek inzet kant boord uni+franjes lurexdraad,66065,4589000765395,"40,5",COM15602,"124,95",XL,37,Pink White,Man
pul trui,91109090,n3105 fijne steek open hals lang boord perforeerde fijne ribsteek,66068,4589000765548,"21,5",COM12639,"67,95",XXL,40,,Man
pul trui,91109090,n3105 fijne steek open hals lang boord perforeerde fijne ribsteek,66068,4589000765562,"21,5",COM20695,"67,95",XL,41, Red,Man
pul trui,91023010,2002n 8 sierknopen kasjmir ronde hals 3/4 mouw,66076,4589000766361,25,COM7663,"73,95",S,31,Bluedonker,Man
Jacket,91023010,38f open hals recht model crepe georgette split manchet gevoerd,66097,4589000769140,"29,5",COM23594,"92,95",S,38,Pink,Woman
vest,91023010,GFC1063824003 satijn afgerond 3/4 mouw,66109,4589000767474,"17,99",COM25801,"56,95",S,38, Red,Woman
vest,91023010,GFC1063824003 satijn afgerond 3/4 mouw,66109,4589000767573,"17,99",COM7778,"56,95",L,41,Pink,Man
vest,91044900,GFC10667 77003 3schuin rits Vhals kraagloos neopreen,66113,4589000774915,"41,99",COM12268,"134,95",M,40, Red,Woman
collier,42171000,140390 geslepen ovaal 2hangers ronde medaillon+floche lang,66136,4589000788110,"7,5",COM18683,"27,95",M,39,lila,Woman
sjaal,91044900,acv00087 12003 stippen gefronst,66149,4589000769690,"9,99",COM23750,"31,95",S,43, White,Woman
sjaal,91023010,acv00087 65003 XL bloementapijt gaas,66151,4589000769713,"10,99",COM12268,"34,95",XL,43,beig ,Man
sjaal,91044900,acv00087 87003 fijn bloemen bladjes gaas zijkant gerafeld,66152,4589000769720,"12,99",COM18683,"40,95",S,42,White Blue,Woman
sjaal,91109090,acv00088 37003 bloemen luipaard glanzend,66154,4589000769744,"12,99",COM23750,"40,95",S,37,Pink wGreen,Woman
vest,91044900,GFC10126 83002 crepe georgette kraagloos gepunt,66157,4589000769836,"31,99",COM15602,"99,95",XL,37, Red,Man
vest,91044900,GFC10126 83002 crepe georgette kraagloos gepunt,66157,4589000769904,"31,99",COM12639,"99,95",XXL,41,Pink,Woman
vest,91044900,GFC10126 83002 crepe georgette kraagloos gepunt,66157,4589000769911,"31,99",COM20695,"99,95",M,38,Pink,Woman
vest,91044900,GFC10126 83002 crepe georgette kraagloos gepunt,66157,4589000769928,"31,99",COM7663,"99,95",S,40,Pink,Woman
pantalon,91091000,GFC10663 49003 ingeweven medaillon siersmeedwerk 4 pocket slim fit,66162,4589000770078,"24,99",COM23594,"79,95",M,41,beig ,Man
Blouse,91099090,GFC10664 72003 crepe tekst vlinder bloemen rug ajour open hals,66166,4589000770177,"26,99",COM25801,"85,95",XL,42,wGreen Gold,Man
Blouse,91046390,GFC10664 74003 satijn grote vlinder parels open hals lurextricot,66167,4589000770207,"31,99",COM7778,"99,95",XXL,31,wGreen Silver,Woman
Jacket,91091000,GFC10665 44003 wijd model crepe georgette open hals bandplooi,66168,4589000770214,"25,99",COM12268,"82,95",L,40,Red,Woman
mantel,42171000,GFC10666 16003 3 banden ajour gehaakt bicolor ,66171,4589000770313,"49,99",COM18683,"158,95",M,37,Pink Black,Woman
mantel,42171000,GFC10666 16003 3 banden ajour gehaakt bicolor ,66171,4589000770320,"49,99",COM23750,"158,95",XL,43,White Black,Man
vest,91023010,GFC10666 60003 XL bloem ingeweven motief gevoerd gepunt 2 insteekzakke,66172,4589000770375,"56,99",COM15602,"179,95",XS,39,Pink zalm,Man
vest,91023010,GFC10666 60003 XL bloem ingeweven motief gevoerd gepunt 2 insteekzakke,66172,4589000770382,"56,99",COM12639,"179,95",XXL,38,Pink zalm,Man
vest,91023010,GFC10670 33003 glanscoating wijd gevoerd haaksluiting,66175,4589000770504,"29,99",COM20695,"95,95",XL,42,Blueazuur,Woman
vest,91023010,GFC10670 33003 glanscoating wijd gevoerd haaksluiting,66175,4589000770511,"29,99",COM7663,"95,95",L,43,Blueazuur,Woman
rok,91023010,GFC10670 82003 kant glanscoating satijnen onderrok godet,66177,4589000770580,"27,99",COM23594,"88,95",M,41,Blueazuur,Woman
Jacket,91099090,GFC10671 37003 gebloemd bicolor open hals duikerstof,66179,4589000770641,"36,99",COM25801,"117,95",XL,42,White Pink,Man
vest,91044900,GFC10672 96003 nopjesgaren ingeweven bloem gevoerd taillelint,66184,4589000770870,"45,99",COM7778,"146,95",XS,44,White Pink,Man
vest,91109090,GFC10663 72003 ecoleer rits reverskraag gevoerd 2 opstik borstzakken,66206,4589000773185,"35,99",COM12268,"114,95",XS,44,Blueazuur,Woman
T-shirt,91044900,GFC10678 56003 netstof pofmouw afgerond,66207,4589000771808,"13,99",COM18683,"44,95",M,39,fushia,Man
Jacket,91023010,GFC10678 58003 tule XL bloem geruit middensplit crepe onderJacket ,66210,4589000784365,"37,99",COM23750,"119,95",M,39, Black,Woman
T-shirt,91044900,GFC10678 81003 kant drapagekraag gevoerd,66211,4589000777084,"22,99",COM15602,"72,95",XS,37,Red,Man
Jacket,91044900,GFC10678 95003 klokrok XLbloem crepe uni buste onderrok netstof,66212,4589000771952,"45,99",COM12639,"146,95",XXXL,41, Black,Woman
Jacket,91044900,GFC10664 92003 V&V hals Fashion love glamour chic duikersstof,66214,4589000772010,"27,99",COM20695,"89,95",XXL,40,White Black,Woman
Jacket,91044900,GFC10668 25003 geruit XL bloem duikerstof open hals kokerJacket,66215,4589000772041,"29,99",COM7663,"95,95",S,42, Black,Woman
sjaal,91091000,fp8fd2 geruit bloemprint uitgerafeld gefronst gaas,66227,4589000772423,"11,9",COM23594,"37,95",S,42,Red ,Man
Blouse,91091000,fp9cf7 crepe georgette 4 plooien midden wijd 3/4 mouw,66232,4589000772560,"17,9",COM25801,"56,95",S,38,Red,Woman
Blouse,91023010,fp9eg20 lichte crepe 2 lagen open hals A lijn,66241,4589000772843,"16,9",COM7778,"53,95",XS,40,Green gras,Woman
pul trui,91106310,fp9fp3 fijne rib lurex 1 haaksluiting ronde hals,66244,4589000772904,"32,9",COM12268,"103,95",XS,31,beig Gold,Man
Blouse,91091000,fp9eg34 jabot fijne crepe georgette wijd 2 zijsplitten,66245,4589000772911,"18,9",COM18683,"59,95",L,39, donker,Woman
Blouse,91099090,fp9eg37 halter lichte crepe georgette A lijn,66247,4589000773017,"15,9",COM23750,"49,95",XS,40, donker,Woman
Jacket,91044900,GFC1063451003 lange zijvolan tule plisse buste rok glanskatoen ritsrug,66252,4589000773277,"38,99",COM12639,"123,95",L,43,Pink oud,Man
pantalon,91081100,c00624 48003 2diamantjes 4pocket katoen normale taille slim fit,66253,4589000773291,"19,99",COM15602,"63,95",S,39,White,Woman
pul trui,91109090,GFC1064655003 lamé gepunt wijd,66263,4589000773819,"32,99",COM12639,"104,95",M,42,Silver,Woman
pul trui,91109090,GFC1064655003 lamé gepunt wijd,66263,4589000773826,"32,99",COM20695,"104,95",XXXL,31,Silver,Woman
pul trui,91109090,GFC1064655003 lamé gepunt wijd,66263,4589000773833,"32,99",COM7663,"104,95",S,37,Silver,Man
pantalon,91044900,un0002 basic viscose elastane skinny,66268,4589000773949,"10,5",COM23594,"32,95",XXL,40,taupe,Man
pantalon,91044900,un0002 basic viscose elastane skinny,66268,4589000773956,"10,5",COM25801,"32,95",L,44,taupe,Woman
pantalon,91044900,un0002 basic viscose elastane skinny,66268,4589000773963,"10,5",COM7778,"32,95",M,40,beige,Man
pantalon,91044900,un0002 basic viscose elastane skinny,66268,4589000773970,"10,5",COM12268,"32,95",L,44,Grey donker,Woman
pantalon,91044900,un0002 basic viscose elastane skinny,66268,4589000774007,"10,5",COM18683,"32,95",XL,42,beige,Man
pantalon,42171000,ul0223 legging 7/8 basic slim fit,66269,4589000774021,9,COM23750,"29,95",XS,37,White,Woman
rok,91023010,GFC1012093002 A lijn ecoleder 6*kapnaad rug langer laser gesneden,66275,4589000774168,"19,99",COM15602,"63,95",XL,38,Black,Woman
pantalon,42171000,GFC1063358003 damast ruitjesmotief afgeronde insteekzak 2 opstik achte,66277,4589000774243,"22,99",COM12639,"72,95",L,37,lGrey Black,Woman
Blouse,91044900,GFC1063695003 boord crepe plisse medaillon op sluiting splitmachet,66282,4589000774366,"29,99",COM20695,"95,95",S,37,White,Man
Blouse,91044900,ei8al6 crepe 1springplooi taillebinder gestrikt opzij open halsgevoerd,66288,4589000774502,"18,9",COM7663,"59,95",XL,42, White,Woman
Blouse,91023010,ei8mh6 zijdeglans 6 springplooien ronde hals ,66290,4589000774533,"17,9",COM23594,"56,95",M,42,Bluedonker,Woman
sjaal,91044900,bolletjes zijkant uitgerafeld,66296,4589000795941,"8,5",COM25801,"29,95",XL,41,beig bordea,Woman
Jacket,91044900,GFC10667 07003 wafelstofXLwazigebloembladBlouseem taille rekcentuur god,66300,4589000775660,"39,99",COM7778,"126,95",M,42, Green,Man
Jacket,91023010,GFC10681 49003 up glanskatoen rok volans schuin tule gewolkt,66306,4589000775813,"46,99",COM12268,"149,95",XS,37,mint,Man
riem,91081100,acv00086 69003 bindcentuur breed echt leder doorsteekmodel,66307,4589000775905,"13,99",COM18683,"44,95",M,31,Bluelicht,Man
vest,42171000,GFC10127 54002 crepe kraagloos gepunt ook in taille gevoerd,66310,4589000775974,"45,99",COM23750,"146,95",XS,42,Bluevliegeniers,Man
Jacket,91106310,GFC10129 49002 ecoleer vlinder geborduurd recht model,66316,4589000776148,"27,99",COM15602,"89,95",M,38,White,Woman
vest,91091000,GFC10666 97003 XLbloem gevoerd reverskraag,66322,4589000776308,"41,99",COM12639,"133,95",S,40, Black,Man
vest,91023010,GFC10667 53003 hartjes overstikt reverskraag 3 sierknopen struktuursto,66326,4589000776407,"35,99",COM20695,"114,95",XS,41,zalm,Woman
vest,91106310,GFC10671 26003 crepe georgette afgerond,66331,4589000776490,"15,99",COM7663,"49,95",M,37,Pink oud,Man
Jacket,91109090,GFC10676 28003 XLbloemen godetrok gevoerd volan netstof open Hals,66342,4589000776728,"49,99",COM23594,"159,95",XXL,43,Blue White,Man
Jacket,91109090,GFC10676 28003 XLbloemen godetrok gevoerd volan netstof open Hals,66342,4589000776735,"49,99",COM25801,"159,95",M,39, White,Man
Jacket,91109090,GFC10676 28003 XLbloemen godetrok gevoerd volan netstof open Hals,66342,4589000776742,"49,99",COM7778,"159,95",XL,37, White,Man
vest,42171000,GFC10678 41003 suedine 3 sierknopen blazer,66351,4589000776988,"29,99",COM12268,"95,95",XL,41,camel,Man
Jacket,91099090,GFC10679 35003 godetrok panden bloem crepe buste,66356,4589000777138,"36,99",COM18683,"117,95",XS,40,White Red,Woman
Jacket,91044900,GFC10679 77003 ingeweven struktuurblokjes taille 8 springplooien elast,66361,4589000785119,"26,99",COM23750,"85,95",XS,42,Red White,Woman
Jacket,91044900,GFC10679 99003 gebloemd klokrok gevoerd volant netstof crepe tailleban,66364,4589000777404,"39,99",COM12268,"126,95",XS,40,perzik Green,Man
Jacket,91044900,GFC10679 99003 gebloemd klokrok gevoerd volant netstof crepe tailleban,66364,4589000777411,"39,99",COM18683,"126,95",M,41,perzik Green,Man
Jacket,91044900,GFC10680 42003 tule gebloemde rok taille paille up neopreen gevoerd,66368,4589000785263,"29,99",COM23750,"95,95",XS,39, Green,Woman
Jacket,91044900,GFC10680 70003 XLbloem klokrok gefronste taille elastane gevoerd volan,66371,4589000777657,"37,99",COM15602,"119,95",XL,43,oranj Black,Woman
Jacket,91044900,GFC10680 70003 XLbloem klokrok gefronste taille elastane gevoerd volan,66371,4589000777664,"37,99",COM12639,"119,95",XS,43,oranj Black,Woman
Jacket,91081100,GFC10680 83003 horizontaal gestreept glanskatoen 6 bandplooien elastan,66372,4589000777688,"34,99",COM20695,"109,95",M,39,Blue White,Woman
Jacket,91081100,GFC10680 83003 horizontaal gestreept glanskatoen 6 bandplooien elastan,66372,4589000777718,"34,99",COM7663,"109,95",L,42,oranj White,Man
rok,91044900,GFC10680 84003 horizontaal gestreept 6 bandplooien glanskatoen elastan,66373,4589000777725,"28,99",COM23594,"89,95",M,42,Blue White,Woman
totaalstuk,91044900,GFC10680 88003 open hals punt 2*springplooi crepe georghette 2 insteek,66374,4589000777817,"31,99",COM25801,"99,95",M,37,dBlue ,Man
Jacket,91044900,GFC10681 11003 XLbloemen front 5 vertikale naden+sprinplooi op rok ne,66377,4589000777916,"31,99",COM7778,"99,95",S,42, ,Woman
Jacket,91044900,GFC10681 20003print bloem croco glanskatoen klokrok volant netstof rie,66379,4589000777978,"43,99",COM12268,"139,95",S,31,Blue White,Man
Jacket,91044900,GFC10681 20003print bloem croco glanskatoen klokrok volant netstof rie,66379,4589000777985,"43,99",COM18683,"139,95",S,38,Blue White,Woman
Jacket,91044900,GFC10681 20003print bloem croco glanskatoen klokrok volant netstof rie,66379,4589000777992,"43,99",COM23750,"139,95",XL,31, White,Woman
Jacket,91044900,GFC10681 20003print bloem croco glanskatoen klokrok volant netstof rie,66379,4589000778005,"43,99",COM15602,"139,95",XS,38, White,Man
Jacket,91044900,GFC10681 20003print bloem croco glanskatoen klokrok volant netstof rie,66379,4589000778012,"43,99",COM12639,"139,95",S,39,Pink White,Woman
Jacket,91044900,GFC10681 20003print bloem croco glanskatoen klokrok volant netstof rie,66379,4589000778029,"43,99",COM20695,"139,95",L,42,Pink White,Man
Jacket,91091000,GFC10681 23003 buste gehaakt rok plisse soleil crepe georgette open ha,66380,4589000778036,"39,99",COM7663,"126,95",L,42, Red,Man
Jacket,91091000,GFC10681 23003 buste gehaakt rok plisse soleil crepe georgette open ha,66380,4589000778050,"39,99",COM23594,"126,95",L,43, White,Woman
Jacket,91091000,GFC10681 23003 buste gehaakt rok plisse soleil crepe georgette open ha,66380,4589000778067,"39,99",COM25801,"126,95",M,39, White,Woman
Jacket,91044900,GFC10681 41003 geruit gebloemd klokrok uni band neopreen gelaserd,66381,4589000778074,"33,99",COM7778,"107,95",M,40, Black,Man
rok,91081100,GFC10681 43003 godet panden bloem bedrukt katoen taille rekcentuur,66382,4589000778104,"32,99",COM12268,"104,95",XXL,43,lblau White,Man
rok,91081100,GFC10681 43003 godet panden bloem bedrukt katoen taille rekcentuur,66382,4589000778111,"32,99",COM18683,"104,95",XS,44,lblau White,Woman
Jacket,91044900,GFC10681 45003 wazige bloem geglazuurd katoen breed schouderband Vhrug,66383,4589000778128,"31,99",COM23750,"99,95",L,42, White,Woman
Jacket,91044900,GFC10681 45003 wazige bloem geglazuurd katoen breed schouderband Vhrug,66383,4589000789582,"31,99",COM15602,"99,95",XL,39, White,Man
Jacket,91044900,GFC10681 46003 damast doolhof kwartbollen klokrok gevoerd 5 springploo,66384,4589000778180,"45,99",COM12639,"146,95",XL,37, ,Woman
Jacket,91044900,GFC10681 46003 damast doolhof kwartbollen klokrok gevoerd 5 springploo,66384,4589000778203,"45,99",COM20695,"146,95",L,38, ,Man
schoen,84031900,"2070 laké vernice plateau open teen hoge hak 10,5 cm",66385,4589000778258,31,COM7663,"89,95",XXL,42,beige,Woman
schoen,84031900,"2070 laké vernice plateau open teen hoge hak 10,5 cm",66385,4589000778272,31,COM23594,"89,95",M,44,beige,Woman
schoen,42171000,2000 gepunt kalfsleer talon fijne hak 77 mm  leren onder en binnenzool,66386,4589000778302,42,COM25801,"119,95",XXXL,39,mint,Woman
schoen,84031900,ip133 gehaakt lurex ecoleren goudcoating,66387,4589000778388,35,COM7778,"99,95",XXXL,43,beige,Man
riem,91099090,y503 binder echt leder midden 43 mm lengte 2m30,66393,4589000778562,"9,9",COM12268,"32,95",S,38,lila,Man
riem,91099090,y503 binder echt leder midden 43 mm lengte 2m30,66393,4589000778586,"9,9",COM18683,"32,95",XL,38,bordeau,Man
riem,91106310,y503 binder echt leder geperforeerd midden 43 mm lengte 2m30,66394,4589000778593,"9,9",COM23750,"32,95",M,40,beige,Man
